1	23303508
2	18503082
2	10.1093/nar/gkn316
3	23892897
4	19875695
4	10.1073/pnas.0909775106
5	23028432
5	10.1371/journal.pone.0042304
6	19251739
6	10.1101/gr.089532.108
7	21187386
7	10.1073/pnas.1017351108
9	18321888
10	23282094
10	10.1186/1471-2164-13-S7-S28
14	24130309
15	18083777
15	10.1101/gr.7088808
18	23966565
18	10.1073/pnas.1314090110
19	21858125
19	10.1371/journal.pone.0023455
20	23990416
20	10.1093/bioinformatics/btt476
21	21876754
21	10.1371/journal.pone.0023501
22	24040893
22	10.1186/1748-7188-8-22
23	15140833
23	10.1101/gr.1917404
24	21867511
24	10.1186/1471-2105-12-354
25	21149345
26	19239711
26	10.1186/1471-2105-10-69
27	20958248
27	10.1089/cmb.2009.0238
28	24443382
28	22156294
28	10.1093/bioinformatics/btu023
28	10.1101/gr.126953.111
29	17908823
29	10.1101/gr.6435207
31	23587118
31	10.1186/2047-217X-1-18
32	22537038
32	10.1186/1471-2105-13-S6-S1
33	17158514
34	21088026
35	19535537
36	22962446
36	10.1093/bioinformatics/bts399
38	20027311
38	10.1371/journal.pone.0008407
39	22856673
39	10.1186/1471-2105-13-189
41	24068034
42	26261222
42	10.1093/bioinformatics/btv465
43	22492642
44	21998153
44	10.1093/bioinformatics/btr562
45	21929371
45	10.1089/cmb.2011.0170
46	24267787
46	10.1186/1751-0473-8-23
47	23274213
48	23057825
49	20576136
49	10.1186/1471-2105-11-345
50	21149342
51	23134663
51	22239737
51	10.1186/1471-2164-13-S6-S19
51	10.1186/1471-2105-13-8
52	21310274
52	10.1016/j.ajhg.2011.01.010
53	21563978
53	10.1089/cmb.2011.0027
54	22916110
54	10.1371/journal.pone.0041551
55	21085617
55	10.1371/journal.pcbi.1000988
56	22231483
56	10.1038/ng.1028
57	20529923
57	10.1093/bioinformatics/btq214
58	23426633
58	10.1073/pnas.1222158110
60	20971986
62	19543373
62	17572673
62	10.1371/journal.pgen.1000529
63	23066108
63	10.1093/nar/gks918
64	21058334
64	19715440
64	10.1002/gepi.20533
64	10.1146/annurev.genom.9.081307.164242
65	24560519
65	10.1016/j.ajhg.2014.01.016
66	19483690
67	24413664
67	10.1093/nar/gkt1381
68	25017105
68	10.1038/ng.3036
69	23995392
69	10.1093/bioinformatics/btt512
70	23632165
70	10.1093/nar/gkt333
72	23630175
72	10.1093/bioinformatics/btt203
73	25931517
73	10.1093/bioinformatics/btv275
74	20861027
74	10.1093/bioinformatics/btq526
75	17384422
76	23024288
76	21813454
76	10.1093/nar/gkr599
77	20130035
77	10.1093/bioinformatics/btq040
78	19420381
78	10.1101/gr.088013.108
80	25431634
80	21478889
80	20644199
80	10.1002/0471250953.bi1110s43
80	10.1038/ng.806
80	10.1101/gr.107524.110
81	21685105
81	10.1093/bioinformatics/btr205
82	18428421
82	16421597
82	15188009
82	10.1002/0471142905.hg1011s57
82	10.1038/sj.bjc.6602928
82	10.1038/sj.bjc.6601894
83	23975140
83	10.1038/nmeth.2611
84	23471004
84	10.1093/nar/gkt126
85	22285562
85	10.1093/bioinformatics/bts053
86	22084253
86	10.1093/bioinformatics/btr629
87	23396013
87	10.1038/nbt.2514
88	23055937
88	10.1371/journal.pgen.1002944
89	24250782
89	10.1371/journal.pone.0074380
90	21903627
90	21320865
90	19505943
90	10.1093/bioinformatics/btr509
90	10.1093/bioinformatics/btr076
90	10.1093/bioinformatics/btp352
92	22155872
92	10.1093/bioinformatics/btr665
93	22581179
94	25553206
94	22300766
94	19542151
94	10.1002/0471250953.bi1504s44
94	10.1101/gr.129684.111
94	10.1093/bioinformatics/btp373
95	23987214
95	10.1186/gb-2013-14-8-r90
96	20980555
96	10.1101/gr.112326.110
97	23349847
97	10.1371/journal.pone.0054294
99	22972939
99	10.1101/gr.132480.111
100	21041413
100	10.1101/gr.109157.110
101	23442375
101	10.1186/1471-2164-14-132
102	16201913
103	24047532
103	10.1186/1471-2164-14-630
105	24135263
105	10.1093/bioinformatics/btt595
107	22954626
107	10.1093/bioinformatics/bts524
109	22522390
109	10.1101/gr.135780.111
112	23090981
112	10.1093/nar/gks981
113	17463017
115	24052535
116	19671691
117	24215022
117	10.1093/bioinformatics/btt647
119	22291611
119	10.1371/journal.pgen.1002487
120	23233656
120	10.1093/bioinformatics/bts697
121	25510498
121	21177644
121	10.1093/nar/gku1250
121	10.1093/nar/gkq1291
122	23090942
123	19465395
123	10.1093/nar/gkp369
124	24307702
125	16522644
125	10.1093/nar/gkj518
126	25197272
126	20573719
126	20923564
126	10.1155/2014/278385
126	10.1186/1471-2105-11-494
127	21685053
127	19654296
127	10.1093/bioinformatics/btr357
127	10.1158/0008-5472.CAN-09-1133
128	16845001
128	10.1093/nar/gkl190
129	15980494
129	10.1093/nar/gki387
130	21059217
130	10.1186/1471-2105-11-548
131	19369493
132	15965030
132	10.1101/gr.3804205
133	24281696
133	10.1093/bioinformatics/btt691
134	21727090
134	17976239
134	10.1093/nar/gkr407
134	10.1186/gb-2007-8-11-r232
135	26578592
135	23193289
135	23868073
135	10.1093/nar/gkv1194
135	10.1093/nar/gks1118
136	20354512
136	12202775
136	10.1038/nmeth0410-248
137	26633127
137	22689647
137	11337480
137	10.1093/nar/gks539
137	10.1101/gr.176601
138	17537826
138	10.1093/nar/gkm232
139	20562413
139	27268795
139	27153703
139	24094745
139	10.1093/bioinformatics/btq330
139	10.1186/s13059-016-0974-4
139	10.1093/bioinformatics/btw065
139	10.1016/j.ajhg.2013.09.002
140	24089029
140	23340843
140	10.1038/srep02651
140	10.1038/msb.2012.68
141	24233780
142	17537827
142	17234753
142	10.1093/nar/gkm405
143	22261837
143	10.1159/000334984
145	23782616
145	10.1093/bioinformatics/btt356
146	21457909
146	10.1016/j.ajhg.2011.03.004
147	23325621
147	10.1093/bioinformatics/btt017
148	23044540
148	10.1093/bioinformatics/bts558
149	23954162
149	10.1016/j.ajhg.2013.07.003
150	24076761
151	22817889
151	10.1016/j.cell.2012.06.024
152	22759861
152	10.1101/gr.134635.111
153	24681721
153	20676075
154	19734154
154	10.1093/bioinformatics/btp528
155	23770567
155	10.1038/nature12213
156	15980516
156	10.1093/nar/gki372
157	22904074
157	10.1093/nar/gks743
158	16895930
159	15390262
160	23104884
161	17384424
162	18757876
162	17526529
162	10.1093/bioinformatics/btn435
162	10.1093/nar/gkm238
163	16551372
163	10.1186/1471-2105-7-166
164	23181723
164	10.1186/gm390
165	20601685
165	26379229
165	10.1093/nar/gkq603
165	10.1038/nprot.2015.105
166	22257670
166	10.1093/bioinformatics/bts032
168	25861966
168	24215028
168	10.1093/bioinformatics/btv200
168	10.1093/bioinformatics/btt655
169	20172942
172	23843252
172	21520341
172	26555599
172	10.1002/humu.22376
172	10.1002/humu.21517
172	10.1002/humu.22932
173	16845089
173	10.1093/nar/gkl236
174	15965027
174	10.1101/gr.3577405
176	19339519
176	10.1093/nar/gkp215
177	21697123
177	10.1093/bioinformatics/btr372
178	25703262
180	21672955
180	10.1093/nar/gkr485
181	25818895
181	19933162
181	10.1093/database/bav025
181	10.1093/bioinformatics/btp644
182	20854673
182	10.1186/1471-2105-11-471
183	19478016
183	10.1093/bioinformatics/btp190
184	23390980
184	10.1186/1471-2105-14-45
185	22210871
185	10.1093/bioinformatics/btr705
186	22728672
187	22075996
187	10.1093/nar/gkr996
188	23395730
188	22544707
188	19098027
188	10.1093/nar/gks364
188	10.1093/bioinformatics/btn653
189	20529875
189	10.1093/nar/gkq513
190	21624899
190	10.1093/bioinformatics/btr317
191	14681472
191	10.1093/nar/gkh104
194	22717648
194	10.1136/jmedgenet-2012-100918
195	23819435
195	10.1186/1755-8794-6-S2-S5
197	22697235
197	10.1089/cmb.2012.0084
198	18689818
199	23825370
199	10.1093/bioinformatics/btt386
200	22090379
200	10.1101/gr.122564.111
201	21310274
201	10.1016/j.ajhg.2011.01.010
202	18971310
202	10.1101/gr.081398.108
203	24174545
203	10.1093/nar/gkt1013
204	21769932
204	10.1002/gepi.20606
205	22298700
205	10.1534/genetics.111.137570
206	17701901
206	10.1086/519795
207	19025785
208	1973333
209	15377505
210	17488757
211	9521925
214	23087384
214	10.1093/jhered/ess060
215	15059819
217	22544022
217	10.1038/nbt.2203
218	24177718
218	10.1093/bioinformatics/btt622
220	23583427
221	21552235
221	10.1038/nbt.1868
222	23193222
222	10.1093/bioinformatics/bts684
223	22377895
223	10.1093/bioinformatics/bts100
224	23314323
224	10.1093/bioinformatics/btt011
225	24137010
225	10.1093/nar/gkt916
226	25699093
226	23717618
226	10.1186/s13073-015-0126-6
226	10.1371/journal.pone.0064465
227	23162058
227	10.1093/bioinformatics/bts665
228	24216116
229	23383997
229	10.1089/cmb.2012.0232
230	22088846
230	10.1093/bioinformatics/btr627
231	21521499
231	20377454
231	10.1186/1471-2105-12-119
232	24088188
232	10.1186/1471-2164-14-674
234	17384015
235	20509871
235	10.1186/1471-2105-11-288
236	20714348
236	10.1371/journal.pgen.1001058
237	17384015
238	17605724
239	20616382
239	10.1093/bioinformatics/btq340
240	10.18637/jss.v036.i03
241	23768515
241	10.1016/j.ajhg.2013.05.010
242	24733291
242	10.1093/bioinformatics/btu197
243	24894501
243	10.1093/bioinformatics/btu367
246	19109877
246	10.1186/1471-2105-9-557
247	22199392
247	10.1093/bioinformatics/btr708
248	23152858
248	10.1371/journal.pone.0049110
249	19505943
249	10.1093/bioinformatics/btp352
250	20823302
250	10.1093/bioinformatics/btq365
253	23129296
254	22508794
257	22914216
257	10.1093/bioinformatics/bts499
258	21926179
258	10.1101/gr.126599.111
259	23413434
259	10.1093/bioinformatics/btt074
261	27638885
261	26432245
261	23128226
261	22543379
261	20981092
261	18327223
261	10.1093/nar/gkw829
261	10.1038/nature15393
261	10.1038/nature11632
261	10.1038/nmeth.1974
261	10.1038/nature09534
262	26582918
262	10.1093/nar/gkv1222
263	24297256
263	17898773
263	10.1093/nar/gkt1211
263	10.1038/ng1007-1181
264	11125122
264	10592272
264	10447503
265	26220709
265	24150940
265	19344873
265	10.1002/humu.22842
265	10.1093/nar/gkt937
265	10.1016/j.ajhg.2009.03.010
266	24174537
266	17124402
266	10.1093/nar/gkt958
267	25404127
267	10.1093/nar/gku1187
268	26635391
268	24214964
268	10.1093/nar/gkv1314
268	10.1093/nar/gkt1025
270	22826540
270	10.1093/bioinformatics/bts462
271	25954001
271	23715323
271	10.1126/science.1262110
271	10.1038/ng.2653
273	20811451
273	17943122
273	14685227
273	10.1038/nature09298
273	10.1038/nature06258
274	16086365
275	21520333
275	15977173
276	24297257
276	10.1093/nar/gkt1245
278	25428349
278	21472891
278	18842627
278	10.1093/nar/gku1205
278	10.1093/nar/gkn665
279	17326095
280	23292738
280	10.1093/bioinformatics/bts724
281	24077912
281	19348700
281	10.1007/s00439-013-1358-4
281	10.1186/gm13
282	25818894
282	22753370
282	10.1093/database/bav024
284	19930550
284	10.1186/gb-2009-10-11-r134
286	25431634
286	21478889
286	20644199
286	10.1002/0471250953.bi1110s43
286	10.1038/ng.806
286	10.1101/gr.107524.110
288	22398614
288	10.1038/nbt.2134
289	23736529
294	22870267
294	10.1371/journal.pone.0041948
295	22088845
